type,stimFormat,stimFormat_actual,ITI,fixation,ISI,presTime,keyboard,key,responseWindow,responseWindow_actual,bgColor,textColor,feedback,feedbackTime,randomBlock,randomPick,N1_Gen,N2_Gen,N2_Animacy,Acc / UnAcc,VS / SV,violation type,stim1,stim2,stim3,stim4,stim5,sentence
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,F,M,Inanimate,Acc ,vs,Gen,נוסע ,המשאית,מאחורי,השלט,,נוסע  המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,F,M,Inanimate,Acc ,sv,Num,המשאית,מאחורי,השלט,נוסעות ,,המשאית מאחורי השלט נוסעות   
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,F,M,Inanimate,Acc ,vs,Num,נוסעות ,המשאית,מאחורי,השלט,,נוסעות  המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,F,M,Inanimate,Acc ,sv,NumGen,המשאית,מאחורי,השלט,נוסעים ,,המשאית מאחורי השלט נוסעים   
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,F,M,Inanimate,Acc ,vs,NumGen,נוסעים ,המשאית,מאחורי,השלט,,נוסעים  המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,sv,-,המשאית,מאחורי,השלט,מתקלקלת,,המשאית מאחורי השלט מתקלקלת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,vs,-,מתקלקלת,המשאית,מאחורי,השלט,,מתקלקלת המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,sv,-,המשאית,מאחורי,השלט,מתקלקלת,,המשאית מאחורי השלט מתקלקלת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,vs,-,מתקלקלת,המשאית,מאחורי,השלט,,מתקלקלת המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,sv,-,המשאית,מאחורי,השלט,מתקלקלת,,המשאית מאחורי השלט מתקלקלת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,vs,-,מתקלקלת,המשאית,מאחורי,השלט,,מתקלקלת המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,sv,Gen,המשאית,מאחורי,השלט,מתקלקל,,המשאית מאחורי השלט מתקלקל  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,vs,Gen,מתקלקל,המשאית,מאחורי,השלט,,מתקלקל המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,sv,Num,המשאית,מאחורי,השלט,מתקלקלות,,המשאית מאחורי השלט מתקלקלות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,vs,Num,מתקלקלות,המשאית,מאחורי,השלט,,מתקלקלות המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,sv,NumGen,המשאית,מאחורי,השלט,מתקלקלים,,המשאית מאחורי השלט מתקלקלים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,F,M,Inanimate,unAcc ,vs,NumGen,מתקלקלים,המשאית,מאחורי,השלט,,מתקלקלים המשאית מאחורי השלט  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,sv,-,הציור,של,האישה,משמח,את הילדים,הציור של האישה משמח את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,vs,-,משמח,הציור,של,האישה,את הילדים,משמח הציור של האישה את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,sv,-,הציור,של,האישה,משמח,את הילדים,הציור של האישה משמח את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,vs,-,משמח,הציור,של,האישה,את הילדים,משמח הציור של האישה את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,sv,-,הציור,של,האישה,משמח,את הילדים,הציור של האישה משמח את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,vs,-,משמח,הציור,של,האישה,את הילדים,משמח הציור של האישה את הילדים 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,sv,Gen,הציור,של,האישה,משמחת,את הילדים,הציור של האישה משמחת את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,vs,Gen,משמחת,הציור,של,האישה,את הילדים,משמחת הציור של האישה את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,sv,Num,הציור,של,האישה,משמחים,את הילדים,הציור של האישה משמחים את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,vs,Num,משמחים,הציור,של,האישה,את הילדים,משמחים הציור של האישה את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,sv,NumGen,הציור,של,האישה,משמחות,את הילדים,הציור של האישה משמחות את הילדים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,F,Animate,Acc ,vs,NumGen,משמחות,הציור,של,האישה,את הילדים,משמחות הציור של האישה את הילדים 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,sv,-,הציור,של,האישה,מתלכלך,,הציור של האישה מתלכלך  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,vs,-,מתלכלך,הציור,של,האישה,,מתלכלך הציור של האישה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,sv,-,הציור,של,האישה,מתלכלך,,הציור של האישה מתלכלך  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,vs,-,מתלכלך,הציור,של,האישה,,מתלכלך הציור של האישה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,sv,-,הציור,של,האישה,מתלכלך,,הציור של האישה מתלכלך  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,vs,-,מתלכלך,הציור,של,האישה,,מתלכלך הציור של האישה  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,sv,Gen,הציור,של,האישה,מתלכלכת,,הציור של האישה מתלכלכת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,vs,Gen,מתלכלכת,הציור,של,האישה,,מתלכלכת הציור של האישה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,sv,Num,הציור,של,האישה,מתלכלכים,,הציור של האישה מתלכלכים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,vs,Num,מתלכלכים,הציור,של,האישה,,מתלכלכים הציור של האישה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,sv,NumGen,הציור,של,האישה,מתלכלכות,,הציור של האישה מתלכלכות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,F,Animate,unAcc ,vs,NumGen,מתלכלכות,הציור,של,האישה,,מתלכלכות הציור של האישה  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,sv,-,התמונה,של,האיש,מרגשת,את האנשים,התמונה של האיש מרגשת את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,vs,-,מרגשת,התמונה,של,האיש,את האנשים,מרגשת התמונה של האיש את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,sv,-,התמונה,של,האיש,מרגשת,את האנשים,התמונה של האיש מרגשת את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,vs,-,מרגשת,התמונה,של,האיש,את האנשים,מרגשת התמונה של האיש את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,sv,-,התמונה,של,האיש,מרגשת,את האנשים,התמונה של האיש מרגשת את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,vs,-,מרגשת,התמונה,של,האיש,את האנשים,מרגשת התמונה של האיש את האנשים 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,sv,Gen,התמונה,של,האיש,מרגש,את האנשים,התמונה של האיש מרגש את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,vs,Gen,מרגש,התמונה,של,האיש,את האנשים,מרגש התמונה של האיש את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,sv,Num,התמונה,של,האיש,מרגשות,את האנשים,התמונה של האיש מרגשות את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,vs,Num,מרגשות,התמונה,של,האיש,את האנשים,מרגשות התמונה של האיש את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,sv,NumGen,התמונה,של,האיש,מרגשים,את האנשים,התמונה של האיש מרגשים את האנשים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,F,M,Animate,Acc ,vs,NumGen,מרגשים,התמונה,של,האיש,את האנשים,מרגשים התמונה של האיש את האנשים 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,sv,-,התמונה,של,האיש,מתנפצת,,התמונה של האיש מתנפצת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,vs,-,מתנפצת,התמונה,של,האיש,,מתנפצת התמונה של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,sv,-,התמונה,של,האיש,מתנפצת,,התמונה של האיש מתנפצת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,vs,-,מתנפצת,התמונה,של,האיש,,מתנפצת התמונה של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,sv,-,התמונה,של,האיש,מתנפצת,,התמונה של האיש מתנפצת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,vs,-,מתנפצת,התמונה,של,האיש,,מתנפצת התמונה של האיש  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,sv,Gen,התמונה,של,האיש,מתנפץ,,התמונה של האיש מתנפץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,vs,Gen,מתנפץ,התמונה,של,האיש,,מתנפץ התמונה של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,sv,Num,התמונה,של,האיש,מתנפצות,,התמונה של האיש מתנפצות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,vs,Num,מתנפצות,התמונה,של,האיש,,מתנפצות התמונה של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,sv,NumGen,התמונה,של,האיש,מתנפצים,,התמונה של האיש מתנפצים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,F,M,Animate,unAcc ,vs,NumGen,מתנפצים,התמונה,של,האיש,,מתנפצים התמונה של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,sv,-,הרכב,של,הילד,עוצר,,הרכב של הילד עוצר  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,vs,-,עוצר,הרכב,של,הילד,,עוצר הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,sv,-,הרכב,של,הילד,עוצר,,הרכב של הילד עוצר  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,vs,-,עוצר,הרכב,של,הילד,,עוצר הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,sv,-,הרכב,של,הילד,עוצר,,הרכב של הילד עוצר  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,vs,-,עוצר,הרכב,של,הילד,,עוצר הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,sv,Gen,הרכב,של,הילד,עוצרת,,הרכב של הילד עוצרת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,vs,Gen,עוצרת,הרכב,של,הילד,,עוצרת הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,sv,Num,הרכב,של,הילד,עוצרים,,הרכב של הילד עוצרים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,vs,Num,עוצרים,הרכב,של,הילד,,עוצרים הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,sv,NumGen,הרכב,של,הילד,עוצרות,,הרכב של הילד עוצרות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,M,Animate,Acc ,vs,NumGen,עוצרות,הרכב,של,הילד,,עוצרות הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,sv,-,הרכב,של,הילד,נשבר,,הרכב של הילד נשבר  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,vs,-,נשבר,הרכב,של,הילד,,נשבר הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,sv,-,הרכב,של,הילד,נשבר,,הרכב של הילד נשבר  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,vs,-,נשבר,הרכב,של,הילד,,נשבר הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,sv,-,הרכב,של,הילד,נשבר,,הרכב של הילד נשבר  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,vs,-,נשבר,הרכב,של,הילד,,נשבר הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,sv,Gen,הרכב,של,הילד,נשברת,,הרכב של הילד נשברת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,vs,Gen,נשברת,הרכב,של,הילד,,נשברת הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,sv,Num,הרכב,של,הילד,נשברים,,הרכב של הילד נשברים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,vs,Num,נשברים,הרכב,של,הילד,,נשברים הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,sv,NumGen,הרכב,של,הילד,נשברות,,הרכב של הילד נשברות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,M,Animate,unAcc ,vs,NumGen,נשברות,הרכב,של,הילד,,נשברות הרכב של הילד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,100,,,,,,,,לעצור,המכשיר,של ,הפקיד,,
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,101,,,,,,,,המכונית ,של,הנהגת,לנסוע,,
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,102,,,,,,,,הטרקטור,ליד,השלט,להתפרק,,
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,103,,,,,,,,הציור,מאחורי,המשפחה,להתלכלך,,
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,104,,,,,,,,להתקלקל,המשאית,של,הבחור,,
instructions,.png,.png,,,,,space,,,,,,,,,,,,,,,,הוראות חצי ניסוי,,,,,הוראות חצי ניסוי     
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,sv,-,המכונה,ליד,האישה,מובילה,את המזוודות,המכונה ליד האישה מובילה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,vs,-,מובילה,המכונה,ליד,האישה,את המזוודות,מובילה המכונה ליד האישה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,sv,-,המכונה,ליד,האישה,מובילה,את המזוודות,המכונה ליד האישה מובילה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,vs,-,מובילה,המכונה,ליד,האישה,את המזוודות,מובילה המכונה ליד האישה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,sv,-,המכונה,ליד,האישה,מובילה,את המזוודות,המכונה ליד האישה מובילה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,vs,-,מובילה,המכונה,ליד,האישה,את המזוודות,מובילה המכונה ליד האישה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,sv,Gen,המכונה,ליד,האישה,מוביל,את המזוודות,המכונה ליד האישה מוביל את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,vs,Gen,מוביל,המכונה,ליד,האישה,את המזוודות,מוביל המכונה ליד האישה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,sv,Num,המכונה,ליד,האישה,מובילות,את המזוודות,המכונה ליד האישה מובילות את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,vs,Num,מובילות,המכונה,ליד,האישה,את המזוודות,מובילות המכונה ליד האישה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,sv,NumGen,המכונה,ליד,האישה,מובילים,את המזוודות,המכונה ליד האישה מובילים את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,1,1,F,F,Animate,Acc ,vs,NumGen,מובילים,המכונה,ליד,האישה,את המזוודות,מובילים המכונה ליד האישה את המזוודות 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,sv,-,המכונה,ליד,האישה,נשברת,,המכונה ליד האישה נשברת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,vs,-,נשברת,המכונה,ליד,האישה,,נשברת המכונה ליד האישה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,sv,-,המכונה,ליד,האישה,נשברת,,המכונה ליד האישה נשברת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,vs,-,נשברת,המכונה,ליד,האישה,,נשברת המכונה ליד האישה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,sv,-,המכונה,ליד,האישה,נשברת,,המכונה ליד האישה נשברת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,vs,-,נשברת,המכונה,ליד,האישה,,נשברת המכונה ליד האישה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,sv,Gen,המכונה,ליד,האישה,נשבר,,המכונה ליד האישה נשבר  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,vs,Gen,נשבר,המכונה,ליד,האישה,,נשבר המכונה ליד האישה  
